Symbol,Signal,RSI,Entry Time,Logged At,Reason,Outcome,RSI_Value,ADX_Value,Stochastic_Value,MACD_Value,Signal_Value,ATR_Value,Entry_Price,Exit_Price,Breakeven_Probability
CADJPY,BUY (1-min),20.37,21:13:41,2025-08-03 20:13:41,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:13:44,2025-08-03 20:13:44,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:14:08,2025-08-03 20:14:08,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:14:10,2025-08-03 20:14:10,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:14:14,2025-08-03 20:14:14,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:14:15,2025-08-03 20:14:15,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:14:17,2025-08-03 20:14:17,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:14:19,2025-08-03 20:14:19,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:14:25,2025-08-03 20:14:25,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:14:27,2025-08-03 20:14:27,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:14:29,2025-08-03 20:14:29,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:14:31,2025-08-03 20:14:31,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:15:08,2025-08-03 20:15:08,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:15:11,2025-08-03 20:15:11,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:15:15,2025-08-03 20:15:15,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:15:17,2025-08-03 20:15:17,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:15:19,2025-08-03 20:15:19,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:15:21,2025-08-03 20:15:21,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:15:25,2025-08-03 20:15:25,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:15:27,2025-08-03 20:15:27,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:15:29,2025-08-03 20:15:29,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:15:31,2025-08-03 20:15:31,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:16:08,2025-08-03 20:16:08,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:16:10,2025-08-03 20:16:10,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:16:14,2025-08-03 20:16:14,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:16:15,2025-08-03 20:16:15,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:16:17,2025-08-03 20:16:17,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:16:20,2025-08-03 20:16:20,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:16:24,2025-08-03 20:16:24,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:16:27,2025-08-03 20:16:27,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:16:30,2025-08-03 20:16:30,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:16:32,2025-08-03 20:16:32,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:23:09,2025-08-03 20:23:09,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:23:12,2025-08-03 20:23:12,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:23:16,2025-08-03 20:23:16,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:23:19,2025-08-03 20:23:19,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:23:21,2025-08-03 20:23:21,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:23:24,2025-08-03 20:23:24,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:23:34,2025-08-03 20:23:34,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:23:36,2025-08-03 20:23:36,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:23:40,2025-08-03 20:23:40,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:23:43,2025-08-03 20:23:43,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:24:20,2025-08-03 20:24:20,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:24:22,2025-08-03 20:24:22,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:24:28,2025-08-03 20:24:28,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:24:31,2025-08-03 20:24:31,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:24:39,2025-08-03 20:24:39,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:24:43,2025-08-03 20:24:43,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:24:49,2025-08-03 20:24:49,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:24:52,2025-08-03 20:24:52,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:24:54,2025-08-03 20:24:54,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:24:57,2025-08-03 20:24:57,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:25:08,2025-08-03 20:25:08,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:25:10,2025-08-03 20:25:10,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:25:14,2025-08-03 20:25:14,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:25:21,2025-08-03 20:25:21,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:25:25,2025-08-03 20:25:25,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:25:28,2025-08-03 20:25:28,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:25:39,2025-08-03 20:25:39,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:25:43,2025-08-03 20:25:43,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:25:46,2025-08-03 20:25:46,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:25:50,2025-08-03 20:25:50,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:26:09,2025-08-03 20:26:09,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:26:11,2025-08-03 20:26:11,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
CHFJPY,BUY,63.15,21:36:35,2025-08-03 20:36:35,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
